no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto,cabang,review_length,ulasan_clean,sentiment,pos_words,neg_words,sentiment_score
349,,Eunike 671,5,sebulan lalu,"Varian gelatonya menarik, cantik, dan enak2.
Enaknya lagi krn kl laper ada banyak pilihan side dishnya disini.
Selain itu empatnya bikin betah utk nongkrong.",,Tidak,Michael Kreme Gelato,157,varian gelatonya tarik cantik enak lagi laper banyak pilih side dishnya sini selain empat bikin betah nongkrong,positif,3,0,3
351,,Tyas widia utami,5,sebulan lalu,semuanya bagus tapi musiknya kurang seru huhu,,Tidak,Michael Kreme Gelato,45,semua bagus musik kurang seru huhu,positif,1,1,0
355,,Garam Masala Travellers,5,Diedit sebulan lalu,"Saya benar-benar terobsesi dengan Michael Kreme Gelato! Saya baru-baru ini mengunjungi gerai mereka dan terpesona oleh rasa dan kualitas gelato mereka. Rasanya kreatif dan lezat, teksturnya selalu lembut dan creamy.

Saya mencoba rasa pistachio dan cokelat, dan keduanya luar biasa. Pistachio terasa seperti kacang dan lembut, sementara cokelatnya kaya dan mewah. Gelato ini dibuat dengan bahan-bahan berkualitas tinggi dan Anda benar-benar bisa merasakan perbedaannya.

Stafnya ramah dan berpengetahuan luas, dan mereka memberikan rekomendasi yang bagus. Gerainya sendiri juga sangat Instagramable, dengan nuansa modern dan bergaya.

Secara keseluruhan, saya sangat merekomendasikan Michael Kreme Gelato kepada siapa pun yang mencari pengalaman gelato yang luar biasa. Saya pasti akan kembali lagi!",,Tidak,Michael Kreme Gelato,799,benar obsesi michael kreme gelato baru unjung gerai pesona rasa kualitas gelato rasa kreatif lezat tekstur selalu lembut creamy coba rasa pistachio cokelat dua luar biasa pistachio asa kacang lembut sementara cokelat kaya mewah gelato buat bahan kualitas tinggi benar rasa beda staf ramah tahu luas beri rekomendasi bagus gerai sendiri sangat instagramable nuansa modern gaya cara seluruh sangat rekomendasi michael kreme gelato kepada siapa cari alam gelato luar biasa pasti lagi,positif,10,0,10
356,,Olivier Van krieken,4,sebulan lalu,"Es krimnya enak banget! Tapi kenapa aku harus bayar 5 ribu lebih untuk satu cone?!🤯 Ngomong-ngomong, orang-orang mungkin bisa tanya kalau kamu mau di-video, biar aku setidaknya bersikap normal dan nggak kayak monster yang lagi melahap es krim lezat ini! Terima kasih Michael Kreme, aku suka banget! …",,Tidak,Michael Kreme Gelato,300,krim enak banget kenapa bayar ribu lebih satu cone ngomong orang mungkin tanya video tidak sikap normal kayak monster lagi lahap krim lezat terima kasih michael kreme suka banget,positif,3,1,2
359,,Vera Quitério,5,sebulan lalu,"Sayangnya, saya tidak sempat memotret es krimnya, tetapi saya menyukai rasanya, pelayanannya, pilihan menunya, tempatnya, dan tim yang luar biasa.",,Tidak,Michael Kreme Gelato,146,sayang sempat potret krim suka rasa layan pilih menu tempat luar biasa,positif,1,0,1
360,,Tasya A,5,sebulan lalu,"Udah dua kali kesini dan gapernah gagal, gelatonya enak bangett, gabikin eneg, nyobain kopinya juga enak. Gyoza mentainya apalagi bener-bener enak.
Gak cuma jual gelato aja, tapi ada kopi sama non kopi, ada cemilannya juga.
Tempatnya luas, nyaman dan bagus, cocok buat yang mau foto-foto banyak banget spot fotonya.
Pelayanannya juara, staffnya ramah semua dan sangat membantu.
Seating areanya banyak, ada indoor non smoking, indoor smoking, sama outdoor juga jadi gaperlu rebutan tempat duduk.
Parkirannya juga luas. Plusnya buka 24 jam, jadi kalo pengen nongkrong malem-malem bisa banget cobain kesini.
Bakalan kesini lagi nanti ! 😋💗",,Tidak,Michael Kreme Gelato,635,udah kali kesini gapernah gagal gelatonya enak banget gabikin eneg nyobain kopi enak gyoza mentainya apalagi bener enak cuma jual gelato kopi sama kopi cemilannya tempat luas nyaman bagus cocok buat foto banyak banget spot foto layan juara staffnya ramah semua sangat bantu seating area banyak indoor smoking indoor smoking sama outdoor jadi gaperlu rebut tempat duduk parkir luas plus buka jadi ken nongkrong malem banget cobain kesini bakal kesini lagi nanti,positif,10,0,10
361,,dany bilkis saida aminah,5,sebulan lalu,"Vibes Bali tapi di Jogja.

Dark coklatnya enak sih. Ini vibes dan hospitality nya amazing. Setelah ke sini, aku lebih pilih ke sini sih dari pada ke Tempo Gelato. Rasa 11-12 sama aja. Vibes menang ke Michalw Kreme bangetttttt.",,Tidak,Michael Kreme Gelato,226,vibes bal jogja dark coklat enak vibes hospitality amazing telah sini lebih pilih sini tempo gelato rasa sama vibes menang michalw kreme banget,positif,2,0,2
362,,Septiyani,5,2 bulan lalu,"Es krimnyaa enakkkk lembutttt, luass banget tempatnya dan estetikk juga, adaa photobothnya",,Tidak,Michael Kreme Gelato,90,krimnyaa enak lembut luass banget tempat estetikk adaa photobothnya,positif,2,0,2
364,,Silviana Mayawati,5,2 bulan lalu,"Nyoba kesini karna ada photoboxnyaa, ternyata eskrimnya enak jugaaa. Pelayanannya juga oke bgt bgt bgtt",,Tidak,Michael Kreme Gelato,103,nyoba kesini karna photoboxnyaa nyata eskrimnya enak layan banget,positif,1,0,1
366,,aulia maharani,5,2 bulan lalu,Jika Anda bertaruh pada akhir pekan,,Tidak,Michael Kreme Gelato,35,taruh akhir pekan,positif,0,0,0
367,,Chand Nugroho,5,2 bulan lalu,"Tempatnya endulll gelatonya best bengeeet, yang pistaacho aaah seenaak ituuu 😍 kopinya juga best parah, hruss bngt kw jogja mmpir kesini",,Tidak,Michael Kreme Gelato,136,tempat endul gelatonya best benget pistaacho seenaak kopi best parah hruss bngt jogja mmpir kesini,positif,2,0,2
370,,NURUL E.,5,2 bulan lalu,Pelayanan,,Tidak,Michael Kreme Gelato,9,layan,positif,0,0,0
371,,Cita Kemuning,5,Diedit 2 bulan lalu,Tempat nongkrong yang bagus dan mereka punya gelato yang enak,,Tidak,Michael Kreme Gelato,61,tempat nongkrong bagus punya gelato enak,positif,2,0,2
372,,Astrid Gepeng,5,2 bulan lalu,Tempatnya vibing,,Tidak,Michael Kreme Gelato,16,tempat vibing,positif,0,0,0
373,,Rahma Latifah,5,2 bulan lalu,"tempatnya cozy, layanan sangat baik dan makanannya enakk! wajib dicoba kalo main ke jogjaa 🥰🥰",,Tidak,Michael Kreme Gelato,93,tempat cozy layan sangat baik makan enak wajib coba main jogjaa,positif,3,0,3
375,,lotus dessert,5,2 bulan lalu,"super excellent service bangettt, gelatonya enak2 semuaaa parahh <333",,Tidak,Michael Kreme Gelato,69,super excellent service banget gelatonya enak semua parahh,positif,2,0,2
376,,Issrotul Qomaria,4,2 bulan lalu,"Gelato rasa pistachio kunafa chocolate dan ferrero rocher, best 🍦🍨",,Tidak,Michael Kreme Gelato,66,gelato rasa pistachio kunafa chocolate ferrero rocher best,positif,1,0,1
377,,Iib Baim,5,2 bulan lalu,"Tempatnya bagus dan kopinya enak apa lagi es krimnya bikin nagih,jadi pingin selalu kesini kalo main ke jogja wkwkwk😊😊👍👍❤❤",,Tidak,Michael Kreme Gelato,122,tempat bagus kopi enak lagi krim bikin nagih jadi pingin selalu kesini main jogja,positif,2,0,2
378,,hayy nana,5,2 bulan lalu,"Tempat nya nyaman luas  bawa anak kecil aman, makanan nya enak, pelayanan nya cepat juga",,Tidak,Michael Kreme Gelato,88,tempat nyaman luas bawa anak kecil aman makan enak layan cepat,positif,4,0,4
379,,Faiz Yuflih,5,2 bulan lalu,"tempatnya enak buat nugas, minumannya enak, coffee shop 24 jam deket rumah😍",,Tidak,Michael Kreme Gelato,75,tempat enak buat nugas minum enak kopi shop deket rumah,positif,2,0,2
380,,Almira Rahma,5,2 bulan lalu,Tempat yang nyaman dan gelato yang lezat,,Tidak,Michael Kreme Gelato,40,tempat nyaman gelato lezat,positif,2,0,2
382,,Safa Raihanna.,5,2 bulan lalu,Suasananya sempurna dan gelato-nya lezat!,,Tidak,Michael Kreme Gelato,41,suasana sempurna gelato lezat,positif,2,0,2
383,,Rismawati Widyaningrum,5,2 bulan lalu,"tempatnya nyaman dan vibes banget, gelatonya juga enakkk i reaally love it.",,Tidak,Michael Kreme Gelato,75,tempat nyaman vibes banget gelatonya enak reaally love,positif,3,0,3
384,,Muhammad Aji Syahbana,5,2 bulan lalu,Oke banget,,Tidak,Michael Kreme Gelato,10,banget,positif,0,0,0
385,,BENEDIKTUS PRIMUS GUNTEJA,5,2 bulan lalu,"Rekomen bgt, tempat nya cozy dan nyaman banget, dan es krim nya enak, sopan banget di mulut 😁",,Tidak,Michael Kreme Gelato,93,recommended banget tempat cozy nyaman banget krim enak sopan banget mulut,positif,4,0,4
387,,my nameistyea,5,2 bulan lalu,Enak pool ..dekat rumah,,Tidak,Michael Kreme Gelato,23,enak pool dekat rumah,positif,1,0,1
388,,Sasha Sengko,4,2 bulan lalu,"Rasa udah enak tapi pelayanan kurang terorganize. Saya datang ber4, sudah bayar utk 4 orang, pas pilih es krim nya mbak pelayan minta bill , pas giliran saya mau pilih, mbak pelayan nya udah ninggalin saya , saya kayak ngemis2 minta diambilin eskrim",,Tidak,Michael Kreme Gelato,249,rasa udah enak layan kurang terorganize datang bayar orang pilih krim mbak layan minta bill gilir pilih mbak layan udah ninggalin kayak ngemis minta diambilin eskrim,positif,1,1,0
389,,Blue Bunny,5,2 bulan lalu,Ini gelato terenak yang pernah saya coba sejauh ini! Semua yang saya coba benar-benar enak — pelayanannya luar biasa dan tempatnya juga nyaman.,,Tidak,Michael Kreme Gelato,143,gelato enak pernah coba jauh semua coba benar enak layan luar biasa tempat nyaman,positif,3,0,3
390,,Faisyal Hakim,4,2 bulan lalu,Gelato sangat lezat...,,Tidak,Michael Kreme Gelato,22,gelato sangat lezat,positif,1,0,1
391,,Stevan Suryanto,5,2 bulan lalu,"Gelato yang menarik buka 24 jam, gelatonya lumayan banyak pilihan rasa, terlihat enak semua dan ingin coba semuanya. Tempatnya luas dan nyaman, untuk nongkrong atau hanya sebentar sambil menikmati gelatonya. Tempat parkirnya luas.",,Tidak,Michael Kreme Gelato,230,gelato tarik buka gelatonya lumayan banyak pilih rasa lihat enak semua coba semua tempat luas nyaman nongkrong hanya sebentar sambil nikmat gelatonya tempat parkir luas,positif,5,0,5
392,,Ari Pitik,5,2 bulan lalu,"Rasanya enak ,rasanya pas, tempatnya enak , pelayanan cepat dan ramah",,Tidak,Michael Kreme Gelato,69,rasa enak rasa tempat enak layan cepat ramah,positif,4,0,4
402,,Delia Arinanda,5,2 bulan lalu,tempatnya cozy bgt,,Tidak,Michael Kreme Gelato,18,tempat cozy banget,positif,1,0,1
410,,Dwi Yasti Bontong Padatuan,5,2 bulan lalu,"SUKAAAA!! gelatonya enaaak, minumannya juga enaaakk. tempatnya juga comfy, esp buat nugass. kakak kakak yang kerja disini juga sangat baik dan ramahh＼(^-^)／",,Tidak,Michael Kreme Gelato,156,suka gelatonya enak minum enak tempat comfy buat nugass kakak kerja sini sangat baik ramahh,positif,4,0,4
412,,Nusindowisata_jogja Nusindowisata_jogja,5,2 bulan lalu,"Selalu jadi langganan terus sih..dekat rumah ,varian rasanya buanyakkkk... top bangett",,Tidak,Michael Kreme Gelato,86,selalu jadi langgan terus dekat rumah varian rasa buanyak bagus banget,positif,2,0,2
413,,lestari agustininingtyas,5,2 bulan lalu,"Es krim nya enak, tempat nya cozy, pilihan menunya lumayan ❤️",,Tidak,Michael Kreme Gelato,61,krim enak tempat cozy pilih menu lumayan,positif,2,0,2
414,,Khaura Aulia,5,2 bulan lalu,Enaaakkk banget,,Tidak,Michael Kreme Gelato,15,enak banget,positif,1,0,1
415,,decky purnama,5,2 bulan lalu,Gelato enakk dijogja tempat juga cozy,,Tidak,Michael Kreme Gelato,37,gelato enak dijogja tempat cozy,positif,2,0,2
416,,Nisrina Salma,5,2 bulan lalu,"tempatnya nyaman buat nugas, eskrim nya enak-enak, harganya terjangkau",,Tidak,Michael Kreme Gelato,70,tempat nyaman buat nugas eskrim enak harga jangkau,positif,2,0,2
418,,Dewi Rahmawati,5,2 bulan lalu,Pelayanan baik tempat nyaman,,Tidak,Michael Kreme Gelato,28,layan baik tempat nyaman,positif,2,0,2
419,,Ara,4,2 bulan lalu,"Gelatonya enak, tapi aku menemukan benda kecil ini di dalam es krim Oreo-ku :(

Pelayanannya bagus sih.",,Tidak,Michael Kreme Gelato,103,gelatonya enak temu benda kecil krim oreo layan bagus,positif,2,0,2
424,,Shanum Almeera,5,2 bulan lalu,"Dateng pas weekend rame sekali, tapi msih bs nikmati gelato nya g buru2.. mbk2 n mas2 nya nglayani ramah banget.. brwnies almond nya ntappsss jg.. suka smua pokoknyaa..",,Tidak,Michael Kreme Gelato,168,dateng weekend rame sekali msih nikmat gelato buru nglayani ramah banget brwnies almond ntapps suka smua pokoknyaa,positif,3,0,3
425,,Luthfi Amalia,5,2 bulan lalu,"Gelattonya enak bgt,, kopinya jg mantab, mau cobain croissant tp dah hbs😁
Klo diksh pojok buat playground anak, meskipun kecil pasti akan lbh asyik,, krn pasti byk konsumen yg bawa anak",,Tidak,Michael Kreme Gelato,185,gelattonya enak banget kopi mantap cobain croissant diksh pojok buat playground anak meski kecil pasti asyik pasti banyak konsumen bawa anak,positif,2,0,2
426,,Dhitya Pradhanie,5,2 bulan lalu,"Tempat aestetic , banyak spot foto menarik, pelayanan super ramah",,Tidak,Michael Kreme Gelato,65,tempat aestetic banyak spot foto tarik layan super ramah,positif,1,0,1
427,,Monica Hesti,5,2 bulan lalu,suasana yang bagus dan gelato baru terbaik di kota yogyakarta 😍😍😍🤤🤤🤤,,Tidak,Michael Kreme Gelato,68,suasana bagus gelato baru baik kota yogyakarta,positif,2,0,2
428,,Dira Ayu Indah Cahyani,5,2 bulan lalu,"Tempat nyaman, es krim gak bikin eneg, cemilan dan minumannya juga enak 👍🏻",,Tidak,Michael Kreme Gelato,74,tempat nyaman krim bikin eneg cemilan minum enak,positif,2,0,2
429,,Adeeva Maheswari,5,2 bulan lalu,"Gelatonya enak, ngga bikin enek. Minumannya juga enak, service nya oke",,Tidak,Michael Kreme Gelato,70,gelatonya enak bikin enek minum enak service,positif,2,0,2
430,,Ray Chand,5,2 bulan lalu,"gelatonya lembut , variannya lengkap , tempatnya nyaman bangett 🥰🥰",,Tidak,Michael Kreme Gelato,66,gelatonya lembut varian lengkap tempat nyaman banget,positif,4,0,4
431,,Rio Rahman,5,2 bulan lalu,"Ice creamnya enak, tempatnya nyaman, parkiran luas...",,Tidak,Michael Kreme Gelato,53,creamnya enak tempat nyaman parkir luas,positif,3,0,3
432,,Rizke Tantular,5,2 bulan lalu,"Gelatonya enak-enak, tempatnya luas, adem, dan cozy kayak di rumah. Crew michael kreme ramah juga super ramah ❤️",,Tidak,Michael Kreme Gelato,112,gelatonya enak tempat luas adem cozy kayak rumah crew michael kreme ramah super ramah,positif,6,0,6
433,,Ulfa Wachiddiyah Zuqri,5,2 bulan lalu,Enukkkkk,,Tidak,Michael Kreme Gelato,8,enuk,positif,0,0,0
435,,fiqih kartika sari,5,2 bulan lalu,"Pertama kali kesini. Pelayanan ramah dan cepat, tempat duduk juga cukup ada jeda dari table lainnya jadi nggak berisik. Es creamnya juga enak.",,Tidak,Michael Kreme Gelato,142,pertama kali kesini layan ramah cepat tempat duduk cukup jeda table lain jadi berisik creamnya enak,positif,3,0,3
437,,maya fitria rindhany,5,2 bulan lalu,"Betah lama-lama disini!
Mampir deh",,Tidak,Michael Kreme Gelato,34,betah lama sini mampir,netral,0,1,-1
439,,Fairuz Yussi Khansah Putri,5,2 bulan lalu,"eskrimnyaa enak, tempatnya estetik, pelayanannya ramah bgt🤩 nongkrong disini enak deh pokoknya👍🏻",,Tidak,Michael Kreme Gelato,96,eskrimnyaa enak tempat estetik layan ramah banget nongkrong sini enak pokok,positif,3,0,3
440,,Dhea Ayu,5,2 bulan lalu,Tempatnya keren bagus dan aestetic cocok buat yang suka foto. Gelatonya juga bervariasi rasanya unik dan enak. Harus cobain kesini sih!,,Tidak,Michael Kreme Gelato,135,tempat bagus aestetic cocok buat suka foto gelatonya variasi rasa unik enak cobain kesini,positif,4,0,4
441,,yuliantisulistyo_,5,2 bulan lalu,"Eskrimnya enak, tempatnya juga nyaman cocok buat nongki bareng temen 👍🏻",,Tidak,Michael Kreme Gelato,71,eskrimnya enak tempat nyaman cocok buat nongki bareng temen,positif,3,0,3
442,,lelly lelstari,5,2 bulan lalu,"gelatoo nyaa recomended, yang lagi ke jogja wajib kesini🤩",,Tidak,Michael Kreme Gelato,57,gelatoo nyaa recomended lagi jogja wajib kesini,positif,0,0,0
443,,Bobo Boy,5,2 bulan lalu,"bagus, tempat nyaman, pelayanan baik",,Tidak,Michael Kreme Gelato,36,bagus tempat nyaman layan baik,positif,3,0,3
444,,Veronica Lia,5,2 bulan lalu,"Tempatnya nyaman dan luas, banyak spot foto yang menarik, pelayanannya sangat ramah",,Tidak,Michael Kreme Gelato,83,tempat nyaman luas banyak spot foto tarik layan sangat ramah,positif,3,0,3
445,,laurentius diota,5,2 bulan lalu,Enak ✨,,Tidak,Michael Kreme Gelato,6,enak,positif,1,0,1
447,,Titi Sari,3,2 bulan lalu,"Tempatnya bagus, tapi maaf quality SDMnya kurang menurut saya.

1. Petugas gelatonya yang jaga tanggal 27 Sept jam 15:00 spt kurang edukasi ya, jd di menu itu ada 2 pilhan. Satu yg biasa satu yg premium, TAPI pelanggan ga dikasitau di kasir kalau yg premium it apanyaa sdgkan kita modelnya bayar dulu baru pesen. Jd saya sendiri baru tau maksudnya premium itu tipe gelato pas sy uda bayar, pas pilih gelato krn sudah terlanjur bayar jadilah sy cm bs ambil yg gelato biasa krn gamungkin pesen dobel bs obesitas sy. YA PANTES AJA KOK SECTION GELATO PREMIUMNYA MASI UTUH WKWKWK. Managernya cb deh mawas diri, mngkin gelato premium km sampe sore masi awet krn kasirnya ga ngasitau itu di PL premium2 apaan. Rugi loh, sampe sore kok gelato ferrero dkknya masi padet montok gt kayak jarang kesenggol pdhl cm beda 5-10rb pasti kl org tau bakal pilih yg prem. Mbak kasirnya cantik tp kurang mau edukasi, atau kl mager yah saran saya cb dibuatkan ilustrasi di kasir kalau bayar yg biasa spt apa gelatonya & kalo yg prem spt apa dptnya, krn ini kan sistemnya bayar didepan jd emg kudu lebih effort lah petugas kasirnya (sabar ya mb2 kasir tp ya resiko krn sistem restomu spt ini). 😬

2. Cleanernya ada yg prengat prengut, aduh gatau entah kecapean atau wagenya kekecilan. Tp mrengut gt bersih2 jd ganyaman liatnya kan. Mngkin bs dirolling yg prengut2 utk bersihin blkg atau toilet aja biar ga ganggu mood cust.

3. TOILET MAMBU.  Bau bgt toiletnya bukan bau pesing gr2 cust misal ada yg pipisnya ga tertib tp krn emg toiletnya berdaki gt paham ga admin? Toiletnya kotor bgt kayak ga dibersihin dr kemarin, sbg org yg paham soal ginian jd sy bs asumsikan toiletnya tdk digosok sdh sehari lebih. Sdgkan ini kelasnya restoran ya harusnya bukannya kl sdh salah tiap mau open atau closing ada sesi resik2 wc dulu yah? Ampun bgt kl cm bau tp visualnya bersih mah sy bs maklum mngkin kesalahan customer, tp ini berdaki toiletnya jijik bgt kak. Trus posisi toiletna ini bener2 deket ke tmpt makan ya jd makin ilfil kalo kotor, jd sudah konsekuensi jg jika membuat toilet resto yg itungannya deket sm meja2 makan artinya harus siap bersih terus. Tolong lah kak huhu jorok bgt",,Tidak,Michael Kreme Gelato,2156,tempat bagus maaf quality sdmnya kurang tugas gelatonya jaga tanggal sept kurang edukasi jadi menu pilhan satu biasa satu premium langgan dikasitau kasir premium apanyaa sdgkan model bayar dulu baru sen jadi sendiri baru maksud premium tipe gelato bayar pilih gelato lanjur bayar jadi ambil gelato biasa gamungkin sen dobel obesitas pantes section gelato premium mas utuh managernya mawas diri mngkin gelato premium sampe sore mas awet kasir ngasitau premium apa rugi sampe sore gelato ferrero dkknya mas padet montok kayak jarang senggol pdhl beda pasti orang bakal pilih prem mbak kasir cantik kurang edukasi mager saran buat ilustrasi kasir bayar biasa gelatonya prem dptnya sistem bayar depan jadi kudu lebih effort tugas kasir sabar kasir resiko sistem restomu cleanernya prengat prengut aduh gatau entah cape wage kecil mrengut bersih jadi ganyaman liat mngkin dirolling prengut bersihin blkg toilet ganggu mood cust toilet mambu banget toilet bukan pesing cust misal pipis tertib toilet daki paham admin toilet kotor banget kayak dibersihin kemarin orang paham soal ginian jadi asumsi toilet gosok hari lebih sdgkan kelas restoran harus bukan salah tiap open closing sesi resik dulu ampun banget visual bersih maklum mngkin salah customer daki toilet jijik banget trus posisi toiletna bener deket tempat makan jadi makin ilfil kotor jadi konsekuensi buat toilet resto itungannya deket sama meja makan arti siap bersih terus tolong huhu jorok banget,netral,6,6,0
